Date,Sales Amount
2020-10-29,423917
2016-03-28,475575
2018-05-03,124912
2018-07-21,484361
2017-10-18,174347
2020-01-31,171280
2016-07-02,483935
2019-10-25,239894
2016-04-13,431263
2016-02-17,419824
2017-11-07,73447
2016-10-31,63976
2016-07-14,417160
2019-01-08,162669
2017-03-22,83530
2019-08-21,101252
2020-06-12,236932
2018-12-05,235302
2019-11-20,373779
2020-02-11,431326
2019-08-25,259644
2017-09-09,218005
2020-01-18,194526
2018-07-29,401592
2017-01-28,442501
2018-03-21,219397
2017-12-13,399606
2019-11-28,100408
2020-10-27,1404
2020-10-13,125648
2020-02-17,232696
2020-05-02,393174
2018-11-18,328192
2019-10-04,68933
2019-08-12,340972
2016-11-03,368026
2016-03-27,339600
2020-06-09,87930
2020-09-24,387540
2017-08-26,14128
2017-07-03,115638
2016-01-01,270543
2018-07-17,403464
2020-11-04,444427
2018-06-05,40401
2017-10-15,300260
2017-03-10,120743
2018-11-07,231250
2019-04-03,200409
2017-02-20,432874
2017-06-24,325745
2017-01-11,169441
2017-07-17,424904
2016-12-02,350614
2018-12-14,419895
2016-01-19,399265
2018-10-27,328889
2017-06-01,120984
2018-09-06,18934
2020-03-14,210931
2017-02-23,98401
2018-08-24,84239
2018-09-27,40194
2019-03-23,88654
2019-06-27,265928
2019-03-02,62940
2016-02-03,468820
2018-03-08,82612
2017-05-11,138127
2020-03-05,243112
2016-04-24,321731
2018-11-26,442260
2019-05-08,419792
2020-04-18,4506
2016-08-25,104481
2017-03-03,124215
2016-04-03,338932
2017-03-04,162983
2019-06-17,225375
2016-06-19,290540
2019-06-08,114588
2017-12-19,343236
2016-01-06,369617
2020-05-21,488507
2018-07-13,146102
2017-07-10,296820
2018-12-07,477333
2016-08-11,219591
2017-10-28,187064
2016-11-23,186356
2017-03-07,362822
2018-07-17,451034
2017-04-26,406227
2016-04-15,147583
2019-06-23,126405
2019-12-23,457834
2019-09-24,400245
2018-11-13,292075
2016-03-27,225638
2016-07-01,329947
2017-12-31,498395
2017-06-05,11046
2017-12-05,149839
2018-09-02,385353
2018-07-03,377916
2020-12-22,493810
2018-02-13,243718
2016-07-05,422471
2018-04-01,24789
2018-02-21,306976
2016-02-14,19941
2016-12-09,414912
2020-12-02,346268
2020-08-30,291661
2020-10-02,119085
2016-04-29,401218
2019-12-10,137693
2016-02-21,458307
2019-07-20,40609
2017-05-24,438862
2019-03-28,56813
2019-11-03,372695
2016-10-06,84927
2020-11-06,469050
2020-02-26,88687
2017-01-07,485286
2016-11-11,263351
2018-02-16,147474
2018-06-13,205155
2017-07-22,113996
2018-09-07,435700
2020-02-21,151615
2017-03-14,220540
2017-04-04,70013
2016-07-08,18357
2016-12-28,265071
2019-08-25,426796
2019-12-15,206371
2019-03-08,45133
2020-01-06,165310
2016-09-28,451727
2019-07-11,333807
2018-11-28,115993
2018-01-14,169982
2017-01-09,93296
2018-10-13,253491
2018-07-10,147158
2020-11-19,301460
2019-06-23,83233
2020-06-06,163296
2017-11-08,215121
2020-02-25,407229
2017-02-23,361784
2018-12-05,340531
2019-04-12,158413
2020-06-11,244905
2020-06-14,99219
2018-10-28,171865
2017-07-25,209107
2019-10-08,340361
2016-05-17,470373
2017-10-13,426821
2017-12-13,477218
2018-01-01,260613
2019-05-31,303249
2016-08-23,307260
2019-06-15,420142
2018-05-16,392534
2020-05-24,243107
2016-04-21,148620
2018-02-15,71266
2019-01-01,419099
2017-02-07,330649
2016-07-28,303877
2016-09-11,312599
2020-09-15,39820
2019-02-18,250013
2016-01-18,421799
2020-11-01,184289
2019-01-17,301383
2018-12-02,313455
2018-09-28,359353
2017-10-19,37758
2020-10-29,441000
2020-12-10,200644
2016-06-05,167960
2016-10-08,305911
2020-08-02,344114
2016-07-09,119131
2017-05-14,212996
2016-03-21,340444
2020-01-15,245871
2019-07-25,244742
2017-11-26,457858
2017-03-02,317595
2017-02-18,19898
2020-09-10,221606
2018-09-07,260953
2019-08-25,327958
2017-12-11,376935
2019-02-22,237091
2018-03-28,322433
2017-06-21,196185
2018-04-19,15702
2019-02-10,311368
2019-04-02,480718
2020-09-15,336837
2018-07-31,152836
